index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.15828184760223596,0.15828184760223596,0.15828184760223596,0.15828184760223596,0.3011514934935689,0.18541818856460382,0.0760140130804484,0.318493239919566,0.15828184760223596,0.1167292378199334
1,cardiffnlp/tweet_topic_single,1,eng,0.3559870550161812,0.3559870550161812,0.3559870550161812,0.3559870550161812,0.3160453892580245,0.1966442503374587,0.14684501939368097,0.5620305868795695,0.3559870550161812,0.24893044642154716
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.5806776556776556,0.5001771395006744,0.3316473821893913,0.5816063307002352,0.49478308621636463,0.32808124416138407
6,SetFit/qnli,1,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
7,SetFit/qnli,2,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
8,sst2,0,eng,0.7144495412844036,0.7144495412844036,0.7144495412844036,0.7144495412844036,0.7150991946884382,0.7137850467289719,0.7137534853368666,0.7149507024818016,0.7144495412844036,0.7140124828987408
9,sst2,1,eng,0.9369266055045872,0.9369266055045872,0.9369266055045872,0.9369266055045872,0.9379501282882086,0.9374315904689736,0.9369198858876001,0.9384317860687362,0.9369266055045872,0.9369079399018453
10,sst2,2,eng,0.4724770642201835,0.4724770642201835,0.4724770642201835,0.4724770642201835,0.43592088328930434,0.4800875641997137,0.36838259839891163,0.43511301188751694,0.4724770642201835,0.36367776378552086
