index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.3074433656957929,0.3074433656957929,0.3074433656957929,0.3074433656957929,0.36738428910604587,0.2575844651743484,0.20108190151921856,0.6192734583639888,0.3074433656957929,0.3030063571987622
1,cardiffnlp/tweet_topic_single,1,eng,0.3545160341276846,0.3545160341276846,0.3545160341276846,0.3545160341276846,0.4541025167759479,0.2633603623082533,0.2051869868675487,0.5827045177861262,0.3545160341276846,0.34197143501231836
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.7214285714285714,0.5125,0.33132093697174597,0.7567404426559357,0.4507042253521127,0.295505950457636
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.49496613582280796,0.49496613582280796,0.49496613582280796,0.49496613582280796,0.7473905878044315,0.5003621876131836,0.33172960857384215,0.7501187509601221,0.49496613582280796,0.32816258816358695
6,SetFit/qnli,1,eng,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.5806776556776556,0.5001771395006744,0.3316473821893913,0.5816063307002352,0.49478308621636463,0.32808124416138407
7,SetFit/qnli,2,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
8,sst2,0,eng,0.6422018348623854,0.6422018348623854,0.6422018348623854,0.6422018348623854,0.646958113491978,0.6436389660688726,0.6406118728699375,0.6475346321137467,0.6422018348623854,0.6401732626651242
9,sst2,1,eng,0.9472477064220184,0.9472477064220184,0.9472477064220184,0.9472477064220184,0.9474586972534988,0.9475246274311695,0.9472474289171204,0.9477400183621396,0.9472477064220184,0.9472496489563039
10,sst2,2,eng,0.518348623853211,0.518348623853211,0.518348623853211,0.518348623853211,0.7569444444444444,0.5093457943925234,0.3577981651376147,0.7524847094801222,0.518348623853211,0.36368992509048065
