index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.3053839364518976,0.3053839364518976,0.3053839364518976,0.3053839364518976,0.39173768263865233,0.27474903198558354,0.19352431296128114,0.6342979178651122,0.3053839364518976,0.27898641770432436
1,cardiffnlp/tweet_topic_single,1,eng,0.29567519858781993,0.29567519858781993,0.29567519858781993,0.29567519858781993,0.30619899561925745,0.22101677346219453,0.17623584486112162,0.5375908262797129,0.29567519858781993,0.246912277671922
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.4647887323943662,0.4647887323943662,0.4647887323943662,0.4647887323943662,0.7246376811594203,0.525,0.3576190476190476,0.759542763829353,0.4647887323943662,0.32435949027498323
4,SetFit/wnli,2,eng,0.4647887323943662,0.4647887323943662,0.4647887323943662,0.4647887323943662,0.7246376811594203,0.525,0.3576190476190476,0.759542763829353,0.4647887323943662,0.32435949027498323
5,SetFit/qnli,0,eng,0.495515284642138,0.495515284642138,0.495515284642138,0.495515284642138,0.49756001270065564,0.49813350058483513,0.46547931533764775,0.49760555402019224,0.495515284642138,0.4641108812148949
6,SetFit/qnli,1,eng,0.49405088779059125,0.49405088779059125,0.49405088779059125,0.49405088779059125,0.4138247158049138,0.4994329927447199,0.3316372257229512,0.4129554147677871,0.49405088779059125,0.32807896131077485
7,SetFit/qnli,2,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
8,sst2,0,eng,0.7396788990825688,0.7396788990825688,0.7396788990825688,0.7396788990825688,0.7643597802778839,0.7367916982402963,0.7318496903884267,0.7629594465930433,0.7396788990825688,0.7326904107851131
9,sst2,1,eng,0.8577981651376146,0.8577981651376146,0.8577981651376146,0.8577981651376146,0.8577759531779616,0.8577081754651847,0.8577375470357603,0.8577937227456841,0.8577981651376146,0.8577914297929642
10,sst2,2,eng,0.48623853211009177,0.48623853211009177,0.48623853211009177,0.48623853211009177,0.4646216481819458,0.4946956302096489,0.35444552407014485,0.46419146143710704,0.48623853211009177,0.34909352374364955
