index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.3936451897616946,0.3936451897616946,0.3936451897616946,0.3936451897616946,0.14574899856812473,0.20209650267482385,0.15003582955331385,0.20455531084736092,0.3936451897616946,0.26222885833128523
1,cardiffnlp/tweet_topic_single,1,eng,0.15210355987055016,0.15210355987055016,0.15210355987055016,0.15210355987055016,0.45989916521851887,0.20393381499393634,0.09918194714974911,0.6079044354902882,0.15210355987055016,0.10949390436124082
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.49295774647887325,0.49295774647887325,0.49295774647887325,0.49295774647887325,0.5795081967213115,0.5391129032258064,0.44434782608695655,0.5947818055876242,0.49295774647887325,0.4235150030618494
5,SetFit/qnli,0,eng,0.5161998901702362,0.5161998901702362,0.5161998901702362,0.5161998901702362,0.6460096662609817,0.5211950797174668,0.38856215963232194,0.6475259554689314,0.5161998901702362,0.38554508186720293
6,SetFit/qnli,1,eng,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.7473452947638228,0.5001810938065918,0.3313272696116292,0.7500739470810358,0.49478308621636463,0.32775677972652023
7,SetFit/qnli,2,eng,0.49569833424858134,0.49569833424858134,0.49569833424858134,0.49569833424858134,0.6047112183100438,0.5010707456158812,0.33460593460593463,0.6058946148435537,0.49569833424858134,0.3310700523221117
8,sst2,0,eng,0.6697247706422018,0.6697247706422018,0.6697247706422018,0.6697247706422018,0.7025839793281654,0.6732760798181359,0.6585135024883739,0.7041675556503806,0.6697247706422018,0.6573781841943154
9,sst2,1,eng,0.9415137614678899,0.9415137614678899,0.9415137614678899,0.9415137614678899,0.9455006437870574,0.9424412730487497,0.9414490028872624,0.9463626723966073,0.9415137614678899,0.9414132740151921
10,sst2,2,eng,0.4805045871559633,0.4805045871559633,0.4805045871559633,0.4805045871559633,0.24275782155272305,0.4894859813084112,0.3245546088303641,0.23830354959762723,0.4805045871559633,0.3185994783931097
