index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.42924389526331275,0.42924389526331275,0.42924389526331275,0.42924389526331275,0.43492752621219855,0.2233240629020493,0.186917220284492,0.5903400196538994,0.42924389526331275,0.3182019744576217
1,cardiffnlp/tweet_topic_single,1,eng,0.3300970873786408,0.3300970873786408,0.3300970873786408,0.3300970873786408,0.26942853370133585,0.1824337970583975,0.15597035492964317,0.5213875372671921,0.3300970873786408,0.27279382883262676
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.4942339373970346,0.4942339373970346,0.4942339373970346,0.4942339373970346,0.37220644806741165,0.4996259494690641,0.33108093825150403,0.37088662737622047,0.4942339373970346,0.3275131002420206
6,SetFit/qnli,1,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
7,SetFit/qnli,2,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
8,sst2,0,eng,0.6731651376146789,0.6731651376146789,0.6731651376146789,0.6731651376146789,0.7228246137164542,0.6686979035109877,0.650294446672436,0.7209768192568534,0.6731651376146789,0.651935393107754
9,sst2,1,eng,0.9185779816513762,0.9185779816513762,0.9185779816513762,0.9185779816513762,0.9187382609656392,0.9188241980298055,0.91857701791879,0.9189947078684599,0.9185779816513762,0.9185821578259157
10,sst2,2,eng,0.4988532110091743,0.4988532110091743,0.4988532110091743,0.4988532110091743,0.6918372602034247,0.5078407847099435,0.34841139968845275,0.695452886417837,0.4988532110091743,0.3426666049840815
