index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.3277434539570462,0.3277434539570462,0.3277434539570462,0.3277434539570462,0.10634434584565818,0.20909892046706324,0.13145229475610878,0.217011389806538,0.3277434539570462,0.2527949148259042
1,cardiffnlp/tweet_topic_single,1,eng,0.33421594586643133,0.33421594586643133,0.33421594586643133,0.33421594586643133,0.29158168884375757,0.2992595995201841,0.1965493052871781,0.5522588155594506,0.33421594586643133,0.2907806952177471
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.4225352112676056,0.4225352112676056,0.4225352112676056,0.4225352112676056,0.21428571428571427,0.4838709677419355,0.297029702970297,0.18712273641851104,0.4225352112676056,0.2593780504811044
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.4942339373970346,0.4942339373970346,0.4942339373970346,0.4942339373970346,0.46148703562908,0.49960617793947687,0.33267375583165054,0.46113154948293295,0.4942339373970346,0.3291276060130651
6,SetFit/qnli,1,eng,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.49478308621636463,0.5082041240409207,0.5001375964415,0.3348188194038574,0.5083503011189433,0.49478308621636463,0.3312959034867473
7,SetFit/qnli,2,eng,0.49441698700347797,0.49441698700347797,0.49441698700347797,0.49441698700347797,0.2472537532039546,0.49981495188749075,0.3308427241548261,0.24458343077323277,0.49441698700347797,0.32726964695820615
8,sst2,0,eng,0.5435779816513762,0.5435779816513762,0.5435779816513762,0.5435779816513762,0.7009031198686371,0.5515071145912267,0.44467485919098826,0.7042504632349618,0.5435779816513762,0.440374723431841
9,sst2,1,eng,0.9139908256880734,0.9139908256880734,0.9139908256880734,0.9139908256880734,0.9194054373082505,0.9150774606382084,0.9138356949467401,0.9203680349296154,0.9139908256880734,0.9137686113829204
10,sst2,2,eng,0.5034403669724771,0.5034403669724771,0.5034403669724771,0.5034403669724771,0.514298704440607,0.5090195335522438,0.45620485788560283,0.5146265033075694,0.5034403669724771,0.45326412580237324
