index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.28596646072374227,0.28596646072374227,0.28596646072374227,0.28596646072374227,0.3550074546939861,0.23186945367635312,0.15393895074968603,0.637673170099682,0.28596646072374227,0.25301720377084436
1,cardiffnlp/tweet_topic_single,1,eng,0.3165636952044719,0.3165636952044719,0.3165636952044719,0.3165636952044719,0.453120137120046,0.22861497780322879,0.17528177373205525,0.5841605581892465,0.3165636952044719,0.2674469379219626
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.4935017389712612,0.4935017389712612,0.4935017389712612,0.4935017389712612,0.3720188956154834,0.4988778484071922,0.3313897229372138,0.37070110047704047,0.4935017389712612,0.3278341062286604
6,SetFit/qnli,1,eng,0.49514918542925135,0.49514918542925135,0.49514918542925135,0.49514918542925135,0.5656139531781498,0.5005274641961057,0.33340580194884833,0.5663780445762724,0.49514918542925135,0.32985958878446936
7,SetFit/qnli,2,eng,0.49313563975837454,0.49313563975837454,0.49313563975837454,0.49313563975837454,0.40601243086999383,0.4984919349585039,0.33249193836599106,0.4050638666839052,0.49313563975837454,0.32895537926817364
8,sst2,0,eng,0.5894495412844036,0.5894495412844036,0.5894495412844036,0.5894495412844036,0.6345502502772532,0.5944893491622464,0.558751858699278,0.6360662404955002,0.5894495412844036,0.5566163677368344
9,sst2,1,eng,0.9506880733944955,0.9506880733944955,0.9506880733944955,0.9506880733944955,0.9513628920585278,0.9511134966742443,0.9506864520575149,0.9517781650825478,0.9506880733944955,0.9506812637791775
10,sst2,2,eng,0.4552752293577982,0.4552752293577982,0.4552752293577982,0.4552752293577982,0.3541914232701649,0.4631956723078218,0.33645508095664534,0.3520464088173769,0.4552752293577982,0.3313029878010398
