index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.40276551927037363,0.40276551927037363,0.40276551927037363,0.40276551927037363,0.20724192295174182,0.17399979099863672,0.11061641403687732,0.38338127661392807,0.40276551927037363,0.2395145735260025
1,cardiffnlp/tweet_topic_single,1,eng,0.3300970873786408,0.3300970873786408,0.3300970873786408,0.3300970873786408,0.44277046018157523,0.25030910305661286,0.18021871564496852,0.5844412745845547,0.3300970873786408,0.2803902967936817
2,SetFit/wnli,0,eng,0.4084507042253521,0.4084507042253521,0.4084507042253521,0.4084507042253521,0.333955223880597,0.46411290322580645,0.3084415584415584,0.3233130124027748,0.4084507042253521,0.27510517651362715
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4809523809523809,0.48709677419354835,0.4213166144200627,0.4875922199865862,0.4507042253521127,0.4047860832707846
5,SetFit/qnli,0,eng,0.5506132161815852,0.5506132161815852,0.5506132161815852,0.5506132161815852,0.550797177272772,0.5498984480622695,0.5482635009920971,0.5507822887893974,0.5506132161815852,0.5486153618961066
6,SetFit/qnli,1,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4972990294817799,0.49999604569408257,0.3312451791491041,0.49732819976561204,0.4946000366099213,0.32767557300458994
7,SetFit/qnli,2,eng,0.49441698700347797,0.49441698700347797,0.49441698700347797,0.49441698700347797,0.4139194139194139,0.4998109975815733,0.3311630686982242,0.4130490901495844,0.49441698700347797,0.3275943465122257
8,sst2,0,eng,0.7213302752293578,0.7213302752293578,0.7213302752293578,0.7213302752293578,0.7319339862526043,0.7231939883809042,0.7191403065789213,0.732931982584204,0.7213302752293578,0.7186852481580513
9,sst2,1,eng,0.8107798165137615,0.8107798165137615,0.8107798165137615,0.8107798165137615,0.8503921511030168,0.8138524038056748,0.8062730999939409,0.8526396594485063,0.8107798165137615,0.8057309386080979
10,sst2,2,eng,0.5894495412844036,0.5894495412844036,0.5894495412844036,0.5894495412844036,0.5926981997092698,0.5872484634166877,0.5823106605939619,0.5924530179413554,0.5894495412844036,0.5833126087610414
