index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.186525448661371,0.186525448661371,0.186525448661371,0.186525448661371,0.28529627946382985,0.19217679270440804,0.08917569418843614,0.6235198800961859,0.186525448661371,0.15360132993342815
1,cardiffnlp/tweet_topic_single,1,eng,0.2965578111209179,0.2965578111209179,0.2965578111209179,0.2965578111209179,0.2807958047114559,0.1671109516773548,0.12082985092748645,0.5333227360764444,0.2965578111209179,0.21785274028853954
2,SetFit/wnli,0,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
3,SetFit/wnli,1,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
4,SetFit/wnli,2,eng,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.21830985915492956,0.5,0.30392156862745096,0.19063677841698073,0.43661971830985913,0.2653962993648163
5,SetFit/qnli,0,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
6,SetFit/qnli,1,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
7,SetFit/qnli,2,eng,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.4946000366099213,0.24730001830496065,0.5,0.3309246785058175,0.2446291962145355,0.4946000366099213,0.3273507162082076
8,sst2,0,eng,0.6708715596330275,0.6708715596330275,0.6708715596330275,0.6708715596330275,0.6733567904622023,0.6695609160562431,0.6685486487739304,0.6730509158986117,0.6708715596330275,0.6690577799211297
9,sst2,1,eng,0.9231651376146789,0.9231651376146789,0.9231651376146789,0.9231651376146789,0.9232678871355837,0.923034015323735,0.9231205498307109,0.9232046566611807,0.9231651376146789,0.9231545214756389
10,sst2,2,eng,0.5114678899082569,0.5114678899082569,0.5114678899082569,0.5114678899082569,0.5885296381832179,0.5024206449440094,0.34662117001442294,0.5870959312385674,0.5114678899082569,0.35264296800141226
