index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,cardiffnlp/tweet_topic_single,0,eng,0.4160047072668432,0.4160047072668432,0.4160047072668432,0.4160047072668432,0.5216396647116218,0.24384086498120874,0.1957710038121525,0.6170834165140431,0.4160047072668432,0.2772592371859813
1,cardiffnlp/tweet_topic_single,1,eng,0.31303324507208,0.31303324507208,0.31303324507208,0.31303324507208,0.493216066645257,0.2852404387932818,0.2114720977528013,0.6073541429424762,0.31303324507208,0.25356992279288915
2,SetFit/wnli,0,eng,0.49295774647887325,0.49295774647887325,0.49295774647887325,0.49295774647887325,0.5795081967213115,0.5391129032258064,0.44434782608695655,0.5947818055876242,0.49295774647887325,0.4235150030618494
3,SetFit/wnli,1,eng,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.46802935010482183,0.4754032258064516,0.45468509984639016,0.4780612395547288,0.5070422535211268,0.47610393544060053
4,SetFit/wnli,2,eng,0.4788732394366197,0.4788732394366197,0.4788732394366197,0.4788732394366197,0.5106275303643725,0.5084677419354839,0.46354911170104146,0.5192877915264869,0.4788732394366197,0.45205601589935773
5,SetFit/qnli,0,eng,0.548416620904265,0.548416620904265,0.548416620904265,0.548416620904265,0.5492792562783931,0.5488997512406467,0.5477355351655275,0.5493846299576345,0.548416620904265,0.5475459877193694
6,SetFit/qnli,1,eng,0.5216913783635365,0.5216913783635365,0.5216913783635365,0.5216913783635365,0.5327413829857218,0.5244174369073735,0.49068098510503966,0.5329780255529483,0.5216913783635365,0.48932370528141106
7,SetFit/qnli,2,eng,0.5154676917444627,0.5154676917444627,0.5154676917444627,0.5154676917444627,0.5318052133462241,0.5189087536537116,0.46283742558441743,0.532082279679798,0.5154676917444627,0.4610215275122288
8,sst2,0,eng,0.6720183486238532,0.6720183486238532,0.6720183486238532,0.6720183486238532,0.6863185693106004,0.6692978024753726,0.6633404609170824,0.6854518892689794,0.6720183486238532,0.6643322195121418
9,sst2,1,eng,0.713302752293578,0.713302752293578,0.713302752293578,0.713302752293578,0.8001911492122336,0.7181737812578934,0.6938133441200927,0.8032398648935899,0.713302752293578,0.6923959326165664
10,sst2,2,eng,0.5091743119266054,0.5091743119266054,0.5091743119266054,0.5091743119266054,0.2545871559633027,0.5,0.3373860182370821,0.25925847992593215,0.5091743119266054,0.3435765873790469
