0,1,2,3,4,5,falcon-7b-lang-10_correct,falcon-7b-lang-10_choiceA_probs,falcon-7b-lang-10_choiceB_probs,falcon-7b-lang-10_choiceC_probs,falcon-7b-lang-10_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.377,0.1964,0.2825,0.1442
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.3818,0.1776,0.2656,0.1748
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.4153,0.2423,0.2461,0.0964
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.3123,0.2854,0.281,0.12134
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.4807,0.2117,0.2272,0.0804
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.3662,0.2384,0.2153,0.1799
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.308,0.1315,0.2988,0.2615
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.3481,0.2319,0.263,0.157
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.3477,0.2142,0.2827,0.1555
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.39,0.2095,0.2336,0.167
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.3325,0.3088,0.2673,0.0913
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.3093,0.2219,0.273,0.1958
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.4133,0.2637,0.242,0.08105
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.3604,0.2053,0.2954,0.1389
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.3787,0.2035,0.2869,0.1309
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.315,0.2156,0.3445,0.1252
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.3806,0.2135,0.2808,0.125
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.353,0.201,0.2644,0.1816
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.3518,0.238,0.2915,0.1187
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.326,0.2404,0.3286,0.10504
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.3118,0.1696,0.3093,0.2094
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.3828,0.2098,0.2642,0.1431
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.3142,0.1782,0.3057,0.202
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.4412,0.2344,0.2289,0.09546
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.3242,0.239,0.2964,0.1405
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.438,0.2085,0.2246,0.1289
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.2756,0.1858,0.339,0.1993
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.4165,0.242,0.2152,0.1265
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.3054,0.2003,0.3477,0.1466
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.3381,0.2399,0.295,0.1268
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3196,0.2162,0.3074,0.157
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.2925,0.2415,0.2993,0.1666
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.4443,0.2174,0.2286,0.10974
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.3462,0.2107,0.2925,0.1506
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.2241,0.137,0.343,0.2957
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.3765,0.2103,0.305,0.1083
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.444,0.2303,0.2303,0.0953
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.2744,0.2087,0.384,0.1327
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.3625,0.2622,0.2396,0.1355
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.3513,0.249,0.251,0.1487
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.4219,0.2347,0.1731,0.1704
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.356,0.1708,0.309,0.1642
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.451,0.1821,0.267,0.0998
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.4043,0.188,0.2844,0.1233
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.2418,0.1478,0.4036,0.2069
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.3547,0.2335,0.2761,0.1356
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.3242,0.2605,0.239,0.1763
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.3318,0.2192,0.3118,0.1372
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.3865,0.2037,0.2874,0.12256
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.3357,0.2299,0.2986,0.1356
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.3596,0.2368,0.2482,0.1553
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.3735,0.2479,0.2703,0.1083
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.403,0.2455,0.227,0.1244
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.3,0.2046,0.3206,0.1749
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.4165,0.1575,0.3108,0.11523
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.4226,0.2563,0.221,0.10034
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.3066,0.1934,0.3225,0.1775
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.2947,0.2166,0.3188,0.1699
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.3528,0.2251,0.2551,0.1672
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.3716,0.2246,0.2952,0.1086
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.4065,0.181,0.2634,0.1489
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.3804,0.1935,0.273,0.1531
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.4202,0.2588,0.2213,0.0998
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.268,0.1807,0.3157,0.2356
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.3853,0.2966,0.2203,0.0978
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.3489,0.186,0.3188,0.146
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.408,0.2612,0.2167,0.11414
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.3298,0.2294,0.266,0.1746
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.4292,0.2534,0.2142,0.10315
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.341,0.2036,0.2917,0.1636
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.356,0.241,0.2625,0.1405
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.4585,0.2378,0.2098,0.0939
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.277,0.1748,0.277,0.2708
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.3704,0.167,0.2556,0.207
